V1;0;4;-4;0;-5;0;-2;0;-3;0;0;0;-3;-1;0;0;2;0;-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3
V2;5;0;-3;-4;0;0;0;-2;0;0;0;0;0;3;2;0;1;0;5;0;-4;0;0;-3;0;0;-3;0;5;0;0;0;0;0;0
V3;0;0;0;0;0;0;0;0;-2;0;0;0;0;0;0;3;0;3;0;0;0;-3;1;-5;0;-3;0;0;0;0;0;4;-4;4;0
V4;-5;-4;0;0;0;1;4;0;0;0;1;1;-1;5;0;0;0;1;-4;0;1;0;2;0;0;0;-3;0;0;0;0;0;0;5;0
V5;-4;0;-4;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;-1;0;1;0;0;0;0;-1;0;0;0;0;0
V6;0;0;-3;0;-5;0;0;0;0;1;-1;-5;0;0;0;-2;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
V7;2;0;0;0;0;1;0;0;0;0;0;0;-2;0;0;0;0;3;0;-1;-5;3;0;0;3;0;0;0;-2;0;0;0;-5;0;0
V8;0;0;3;0;0;-2;0;0;0;-5;0;0;-3;0;-5;1;-5;0;0;0;0;0;0;2;0;0;0;0;0;0;0;-5;0;-1;0
V9;0;0;0;0;0;0;4;-5;0;-5;-1;0;-2;0;0;-1;0;0;2;0;0;0;-2;0;0;0;5;-4;5;-3;-5;5;3;-1;4
V10;0;0;0;3;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;-1;0;0;0;0;-4;0;4;0;0;1;0;0;-4;0;-5
V11;1;-5;-2;-1;0;-5;0;0;0;-2;0;-4;0;0;0;1;0;4;0;0;0;5;0;-2;0;0;0;0;2;0;-1;0;3;0;-4
V12;0;0;0;0;-1;0;3;2;3;0;0;0;0;0;0;0;2;0;3;5;0;-1;0;0;0;0;0;-1;5;2;-1;-4;5;0;-4
V13;0;0;0;0;0;0;2;0;-4;3;0;0;0;5;0;-1;0;0;5;0;0;0;0;-5;0;0;-2;3;0;-2;-4;4;1;0;0
V14;0;0;0;-1;0;-4;0;-2;-3;0;-2;0;0;0;-4;0;-1;0;0;3;-5;-4;0;-1;1;-5;5;0;0;1;0;0;0;0;0
V15;-2;-3;1;0;0;0;0;0;1;0;-3;0;0;-3;0;0;-1;3;0;0;0;-1;0;0;-3;0;0;0;0;0;5;0;0;0;0
V16;0;2;5;0;0;0;0;5;0;-3;0;0;-3;4;-3;0;0;0;-4;-3;0;2;2;0;-4;0;0;0;0;3;0;1;4;0;0
V17;0;-2;0;0;-5;0;0;0;0;0;0;-5;0;0;0;1;0;0;0;0;0;0;0;0;1;0;-4;0;0;1;0;-3;0;0;-3
V18;0;0;0;0;5;-5;0;0;2;0;1;-1;0;0;0;0;0;0;0;1;0;0;-1;0;0;0;-5;0;0;0;1;0;-3;4;0
V19;-2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;-2;-1;0;0;0;0;2;5;0;0;1;4;-4;1;0;0;0;0;0;1
V20;-3;0;0;0;0;0;0;1;0;1;-1;0;5;-1;-5;3;0;0;1;0;2;3;0;0;0;0;0;0;2;-3;0;-5;0;0;0
V21;5;0;0;0;0;0;0;3;0;-3;0;0;-4;0;0;-3;0;0;0;0;0;0;0;-4;0;0;-5;0;0;0;0;-3;0;-3;0
V22;0;-1;-2;-2;0;0;5;0;0;0;2;0;0;0;-1;0;-3;0;-1;-5;0;0;0;0;-2;0;0;0;0;0;0;0;0;0;0
V23;0;0;0;0;-1;-5;4;0;0;-4;0;2;-2;0;0;0;0;0;0;0;0;0;0;-5;0;0;-1;5;0;-4;0;0;1;-4;0
V24;0;-1;-3;0;-5;-5;0;0;0;0;0;-5;0;0;0;1;-3;0;-3;-1;0;3;-3;0;0;0;2;0;0;0;0;0;-5;0;0
V25;0;4;0;0;0;5;1;0;0;-4;0;0;0;0;0;0;0;5;0;0;1;1;0;3;0;2;0;0;0;0;0;4;0;0;0
V26;0;1;0;0;3;0;0;3;-2;0;0;0;0;0;2;1;0;0;-4;0;0;0;2;-3;0;0;0;-3;-1;4;0;0;0;-1;0
V27;0;5;0;0;0;5;0;0;0;0;-3;0;0;0;0;0;-2;0;0;-4;-2;-2;0;0;0;5;0;0;0;0;0;-3;5;0;-5
V28;0;0;-2;0;0;0;0;4;1;0;0;-3;0;0;0;0;-5;0;-5;0;0;0;0;0;-3;0;0;0;0;-4;0;0;0;0;0
V29;0;3;0;0;-4;0;0;0;0;0;-1;0;0;0;0;-3;0;0;0;0;0;0;0;0;-1;1;0;-2;0;0;0;2;0;5;0
V30;0;0;0;1;0;0;0;4;-1;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;-2;-2;0;-5;0;3;3;0;0;0
V31;-5;-5;-4;0;4;0;0;0;0;-2;0;0;0;5;0;0;0;0;-4;5;0;0;0;0;0;-4;0;0;-4;0;0;-5;0;0;0
V32;0;-4;-1;0;0;0;0;-2;0;0;1;0;5;-2;2;0;0;0;0;1;0;2;0;0;0;-2;0;2;0;0;0;0;0;0;0
V33;-3;0;0;-2;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;4;0;0;-5;-1;3;4;0;4;4;0;0;4;0;0;0;0
V34;0;0;0;-2;0;0;2;-4;-1;-3;-2;0;0;0;-3;0;0;0;-3;0;-4;1;0;0;0;1;0;3;0;0;0;5;0;0;0
V35;1;0;0;2;-2;0;0;0;5;0;0;0;0;0;0;0;-1;3;-4;-4;0;0;0;0;0;-4;1;-4;0;-2;0;0;-3;0;0
